C:\self driving car simulator\IMG\center_2019_12_21_15_25_26_598.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_26_598.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_26_598.jpg, 0, 0.5917089, 0, 0.867785
C:\self driving car simulator\IMG\center_2019_12_21_15_25_26_704.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_26_704.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_26_704.jpg, 0, 0.9336819, 0, 2.088374
C:\self driving car simulator\IMG\center_2019_12_21_15_25_26_812.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_26_812.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_26_812.jpg, 0, 1, 0, 3.256549
C:\self driving car simulator\IMG\center_2019_12_21_15_25_26_915.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_26_915.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_26_915.jpg, 0, 1, 0, 4.429142
C:\self driving car simulator\IMG\center_2019_12_21_15_25_27_015.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_27_015.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_27_015.jpg, 0, 1, 0, 5.590625
C:\self driving car simulator\IMG\center_2019_12_21_15_25_27_119.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_27_119.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_27_119.jpg, 0, 1, 0, 6.740968
C:\self driving car simulator\IMG\center_2019_12_21_15_25_27_251.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_27_251.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_27_251.jpg, 0, 1, 0, 8.332721
C:\self driving car simulator\IMG\center_2019_12_21_15_25_27_359.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_27_359.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_27_359.jpg, 0, 1, 0, 9.456414
C:\self driving car simulator\IMG\center_2019_12_21_15_25_27_465.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_27_465.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_27_465.jpg, -0.3162978, 1, 0, 10.74937
C:\self driving car simulator\IMG\center_2019_12_21_15_25_27_566.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_27_566.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_27_566.jpg, -0.4573641, 1, 0, 11.59181
C:\self driving car simulator\IMG\center_2019_12_21_15_25_27_679.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_27_679.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_27_679.jpg, -0.1614218, 1, 0, 12.87899
C:\self driving car simulator\IMG\center_2019_12_21_15_25_27_785.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_27_785.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_27_785.jpg, 0, 1, 0, 14.14984
C:\self driving car simulator\IMG\center_2019_12_21_15_25_27_894.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_27_894.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_27_894.jpg, 0, 1, 0, 15.1412
C:\self driving car simulator\IMG\center_2019_12_21_15_25_28_000.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_28_000.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_28_000.jpg, 0, 1, 0, 16.27373
C:\self driving car simulator\IMG\center_2019_12_21_15_25_28_101.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_28_101.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_28_101.jpg, 0, 1, 0, 17.27431
C:\self driving car simulator\IMG\center_2019_12_21_15_25_28_207.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_28_207.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_28_207.jpg, -0.3187383, 1, 0, 18.47639
C:\self driving car simulator\IMG\center_2019_12_21_15_25_28_313.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_28_313.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_28_313.jpg, -0.4774107, 1, 0, 19.32773
C:\self driving car simulator\IMG\center_2019_12_21_15_25_28_419.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_28_419.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_28_419.jpg, -0.1847493, 1, 0, 20.39124
C:\self driving car simulator\IMG\center_2019_12_21_15_25_28_524.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_28_524.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_28_524.jpg, 0, 1, 0, 21.56891
C:\self driving car simulator\IMG\center_2019_12_21_15_25_28_626.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_28_626.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_28_626.jpg, 0, 1, 0, 22.52969
C:\self driving car simulator\IMG\center_2019_12_21_15_25_28_734.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_28_734.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_28_734.jpg, -0.2934852, 1, 0, 23.47931
C:\self driving car simulator\IMG\center_2019_12_21_15_25_28_840.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_28_840.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_28_840.jpg, -0.05995682, 1, 0, 24.44532
C:\self driving car simulator\IMG\center_2019_12_21_15_25_28_944.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_28_944.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_28_944.jpg, 0, 1, 0, 25.59369
C:\self driving car simulator\IMG\center_2019_12_21_15_25_29_049.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_29_049.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_29_049.jpg, 0, 1, 0, 26.54322
C:\self driving car simulator\IMG\center_2019_12_21_15_25_29_149.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_29_149.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_29_149.jpg, -0.302166, 1, 0, 27.43061
C:\self driving car simulator\IMG\center_2019_12_21_15_25_29_254.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_29_254.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_29_254.jpg, -0.02082508, 1, 0, 28.35952
C:\self driving car simulator\IMG\center_2019_12_21_15_25_29_360.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_29_360.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_29_360.jpg, -0.0152379, 1, 0, 29.278
C:\self driving car simulator\IMG\center_2019_12_21_15_25_29_462.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_29_462.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_29_462.jpg, -0.2730066, 1, 0, 30.18034
C:\self driving car simulator\IMG\center_2019_12_21_15_25_29_574.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_29_574.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_29_574.jpg, 0, 1, 0, 30.18834
C:\self driving car simulator\IMG\center_2019_12_21_15_25_29_678.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_29_678.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_29_678.jpg, 0, 1, 0, 30.19094
C:\self driving car simulator\IMG\center_2019_12_21_15_25_29_781.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_29_781.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_29_781.jpg, -0.2836959, 1, 0, 30.17791
C:\self driving car simulator\IMG\center_2019_12_21_15_25_29_883.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_29_883.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_29_883.jpg, -0.6137274, 1, 0, 30.14307
C:\self driving car simulator\IMG\center_2019_12_21_15_25_29_985.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_29_985.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_29_985.jpg, -0.3096498, 1, 0, 30.19414
C:\self driving car simulator\IMG\center_2019_12_21_15_25_30_095.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_30_095.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_30_095.jpg, -0.01410567, 1, 0, 30.18841
C:\self driving car simulator\IMG\center_2019_12_21_15_25_30_206.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_30_206.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_30_206.jpg, 0, 1, 0, 30.18927
C:\self driving car simulator\IMG\center_2019_12_21_15_25_30_312.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_30_312.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_30_312.jpg, 0, 1, 0, 30.19027
C:\self driving car simulator\IMG\center_2019_12_21_15_25_30_420.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_30_420.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_30_420.jpg, 0, 1, 0, 30.19011
C:\self driving car simulator\IMG\center_2019_12_21_15_25_30_520.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_30_520.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_30_520.jpg, 0, 1, 0, 30.1901
C:\self driving car simulator\IMG\center_2019_12_21_15_25_30_627.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_30_627.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_30_627.jpg, -0.3195276, 1, 0, 30.17168
C:\self driving car simulator\IMG\center_2019_12_21_15_25_30_737.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_30_737.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_30_737.jpg, -0.5133147, 1, 0, 30.15494
C:\self driving car simulator\IMG\center_2019_12_21_15_25_30_841.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_30_841.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_30_841.jpg, -0.1646493, 1, 0, 30.19435
C:\self driving car simulator\IMG\center_2019_12_21_15_25_30_948.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_30_948.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_30_948.jpg, 0, 1, 0, 30.18959
C:\self driving car simulator\IMG\center_2019_12_21_15_25_31_053.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_31_053.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_31_053.jpg, 0, 1, 0, 30.19045
C:\self driving car simulator\IMG\center_2019_12_21_15_25_31_159.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_31_159.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_31_159.jpg, 0, 1, 0, 30.1908
C:\self driving car simulator\IMG\center_2019_12_21_15_25_31_264.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_31_264.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_31_264.jpg, 0, 1, 0, 30.19033
C:\self driving car simulator\IMG\center_2019_12_21_15_25_31_369.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_31_369.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_31_369.jpg, 0, 1, 0, 30.18996
C:\self driving car simulator\IMG\center_2019_12_21_15_25_31_477.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_31_477.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_31_477.jpg, 0, 1, 0, 30.19038
C:\self driving car simulator\IMG\center_2019_12_21_15_25_31_579.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_31_579.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_31_579.jpg, 0, 1, 0, 30.19039
C:\self driving car simulator\IMG\center_2019_12_21_15_25_31_682.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_31_682.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_31_682.jpg, 0, 1, 0, 30.19026
C:\self driving car simulator\IMG\center_2019_12_21_15_25_31_792.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_31_792.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_31_792.jpg, 0, 1, 0, 30.19029
C:\self driving car simulator\IMG\center_2019_12_21_15_25_31_899.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_31_899.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_31_899.jpg, 0, 1, 0, 30.19025
C:\self driving car simulator\IMG\center_2019_12_21_15_25_32_006.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_32_006.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_32_006.jpg, 0, 1, 0, 30.19031
C:\self driving car simulator\IMG\center_2019_12_21_15_25_32_111.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_32_111.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_32_111.jpg, 0, 1, 0, 30.19034
C:\self driving car simulator\IMG\center_2019_12_21_15_25_32_214.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_32_214.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_32_214.jpg, 0, 1, 0, 30.19031
C:\self driving car simulator\IMG\center_2019_12_21_15_25_32_317.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_32_317.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_32_317.jpg, 0, 1, 0, 30.19027
C:\self driving car simulator\IMG\center_2019_12_21_15_25_32_422.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_32_422.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_32_422.jpg, 0, 1, 0, 30.1903
C:\self driving car simulator\IMG\center_2019_12_21_15_25_32_527.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_32_527.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_32_527.jpg, -0.1273545, 1, 0, 30.18593
C:\self driving car simulator\IMG\center_2019_12_21_15_25_32_630.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_32_630.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_32_630.jpg, 0, 1, 0, 30.19026
C:\self driving car simulator\IMG\center_2019_12_21_15_25_32_732.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_32_732.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_32_732.jpg, 0, 1, 0, 30.19033
C:\self driving car simulator\IMG\center_2019_12_21_15_25_32_843.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_32_843.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_32_843.jpg, -0.0674811, 1, 0, 30.18865
C:\self driving car simulator\IMG\center_2019_12_21_15_25_32_956.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_32_956.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_32_956.jpg, -0.3671874, 1, 0, 30.16236
C:\self driving car simulator\IMG\center_2019_12_21_15_25_33_062.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_33_062.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_33_062.jpg, -0.08362801, 1, 0, 30.19049
C:\self driving car simulator\IMG\center_2019_12_21_15_25_33_170.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_33_170.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_33_170.jpg, 0, 1, 0, 30.18952
C:\self driving car simulator\IMG\center_2019_12_21_15_25_33_274.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_33_274.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_33_274.jpg, 0, 1, 0, 30.19006
C:\self driving car simulator\IMG\center_2019_12_21_15_25_33_380.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_33_380.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_33_380.jpg, -0.2709723, 1, 0, 30.17815
C:\self driving car simulator\IMG\center_2019_12_21_15_25_33_486.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_33_486.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_33_486.jpg, 0, 1, 0, 30.18991
C:\self driving car simulator\IMG\center_2019_12_21_15_25_33_587.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_33_587.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_33_587.jpg, -0.0553059, 1, 0, 30.19011
C:\self driving car simulator\IMG\center_2019_12_21_15_25_33_690.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_33_690.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_33_690.jpg, -0.3626181, 1, 0, 30.16839
C:\self driving car simulator\IMG\center_2019_12_21_15_25_33_794.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_33_794.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_33_794.jpg, -0.08463868, 1, 0, 30.1914
C:\self driving car simulator\IMG\center_2019_12_21_15_25_33_902.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_33_902.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_33_902.jpg, 0, 1, 0, 30.18936
C:\self driving car simulator\IMG\center_2019_12_21_15_25_34_010.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_34_010.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_34_010.jpg, 0, 1, 0, 30.1902
C:\self driving car simulator\IMG\center_2019_12_21_15_25_34_115.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_34_115.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_34_115.jpg, 0, 1, 0, 30.1903
C:\self driving car simulator\IMG\center_2019_12_21_15_25_34_222.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_34_222.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_34_222.jpg, 0, 1, 0, 30.19031
C:\self driving car simulator\IMG\center_2019_12_21_15_25_34_334.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_34_334.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_34_334.jpg, 0, 1, 0, 30.19029
C:\self driving car simulator\IMG\center_2019_12_21_15_25_34_443.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_34_443.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_34_443.jpg, -0.089358, 1, 0, 30.18838
C:\self driving car simulator\IMG\center_2019_12_21_15_25_34_552.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_34_552.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_34_552.jpg, -0.3872139, 1, 0, 30.16237
C:\self driving car simulator\IMG\center_2019_12_21_15_25_34_659.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_34_659.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_34_659.jpg, -0.0749502, 1, 0, 30.18985
C:\self driving car simulator\IMG\center_2019_12_21_15_25_34_768.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_34_768.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_34_768.jpg, 0, 1, 0, 30.1899
C:\self driving car simulator\IMG\center_2019_12_21_15_25_34_871.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_34_871.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_34_871.jpg, 0, 1, 0, 30.18943
C:\self driving car simulator\IMG\center_2019_12_21_15_25_34_985.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_34_985.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_34_985.jpg, 0, 1, 0, 30.19013
C:\self driving car simulator\IMG\center_2019_12_21_15_25_35_091.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_35_091.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_35_091.jpg, 0, 1, 0, 30.19022
C:\self driving car simulator\IMG\center_2019_12_21_15_25_35_202.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_35_202.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_35_202.jpg, -0.3321456, 1, 0, 30.16819
C:\self driving car simulator\IMG\center_2019_12_21_15_25_35_309.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_35_309.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_35_309.jpg, -0.007726476, 1, 0, 30.18998
C:\self driving car simulator\IMG\center_2019_12_21_15_25_35_410.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_35_410.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_35_410.jpg, 0, 1, 0, 30.1902
C:\self driving car simulator\IMG\center_2019_12_21_15_25_35_521.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_35_521.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_35_521.jpg, 0, 1, 0, 30.19049
C:\self driving car simulator\IMG\center_2019_12_21_15_25_35_627.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_35_627.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_35_627.jpg, -0.0358785, 1, 0, 30.19247
C:\self driving car simulator\IMG\center_2019_12_21_15_25_35_731.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_35_731.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_35_731.jpg, 0, 1, 0, 30.18998
C:\self driving car simulator\IMG\center_2019_12_21_15_25_35_839.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_35_839.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_35_839.jpg, 0, 1, 0, 30.19096
C:\self driving car simulator\IMG\center_2019_12_21_15_25_35_946.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_35_946.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_35_946.jpg, -0.3202764, 1, 0, 30.17123
C:\self driving car simulator\IMG\center_2019_12_21_15_25_36_057.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_36_057.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_36_057.jpg, -0.02414762, 1, 0, 30.19014
C:\self driving car simulator\IMG\center_2019_12_21_15_25_36_158.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_36_158.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_36_158.jpg, 0, 1, 0, 30.18995
C:\self driving car simulator\IMG\center_2019_12_21_15_25_36_267.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_36_267.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_36_267.jpg, -0.3223518, 1, 0, 30.17266
C:\self driving car simulator\IMG\center_2019_12_21_15_25_36_375.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_36_375.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_36_375.jpg, -0.02966668, 1, 0, 30.19072
C:\self driving car simulator\IMG\center_2019_12_21_15_25_36_485.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_36_485.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_36_485.jpg, 0, 1, 0, 30.19034
C:\self driving car simulator\IMG\center_2019_12_21_15_25_36_595.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_36_595.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_36_595.jpg, 0, 1, 0, 30.1906
C:\self driving car simulator\IMG\center_2019_12_21_15_25_36_699.jpg, C:\self driving car simulator\IMG\left_2019_12_21_15_25_36_699.jpg, C:\self driving car simulator\IMG\right_2019_12_21_15_25_36_699.jpg, 0, 1, 0, 30.18955
